title,artist,year,beats_per_minute_bpm,energy,danceability,loudness_db,liveness,valence,length_duration,acousticness,speechiness,popularity,top_genre_acoustic pop,top_genre_adult standards,top_genre_afropop,top_genre_alaska indie,top_genre_album rock,top_genre_alternative country,top_genre_alternative dance,top_genre_alternative hip hop,top_genre_alternative metal,top_genre_alternative pop,top_genre_alternative pop rock,top_genre_alternative rock,top_genre_arkansas country,top_genre_art pop,top_genre_art rock,top_genre_atl hip hop,top_genre_australian alternative rock,top_genre_australian americana,top_genre_australian dance,top_genre_australian indie folk,top_genre_australian pop,top_genre_australian psych,top_genre_australian rock,top_genre_austropop,top_genre_barbadian pop,top_genre_baroque pop,top_genre_basshall,top_genre_bebop,top_genre_belgian pop,top_genre_belgian rock,top_genre_big beat,top_genre_big room,top_genre_blues,top_genre_blues rock,top_genre_bow pop,top_genre_boy band,top_genre_brill building pop,top_genre_british alternative rock,top_genre_british folk,top_genre_british invasion,top_genre_british singer-songwriter,top_genre_british soul,top_genre_britpop,top_genre_bubblegum pop,top_genre_canadian folk,top_genre_canadian pop,top_genre_canadian rock,top_genre_candy pop,top_genre_carnaval limburg,top_genre_ccm,top_genre_celtic,top_genre_celtic punk,top_genre_celtic rock,top_genre_chamber pop,top_genre_chanson,top_genre_chicago soul,top_genre_christelijk,top_genre_classic canadian rock,top_genre_classic country pop,top_genre_classic italian pop,top_genre_classic rock,top_genre_classic schlager,top_genre_classic soul,top_genre_classic soundtrack,top_genre_classic uk pop,top_genre_classical rock,top_genre_compositional ambient,top_genre_contemporary country,top_genre_contemporary vocal jazz,top_genre_cyberpunk,top_genre_dance pop,top_genre_dance rock,top_genre_danish pop,top_genre_danish pop rock,top_genre_detroit hip hop,top_genre_disco,top_genre_diva house,top_genre_downtempo,top_genre_dutch americana,top_genre_dutch cabaret,top_genre_dutch hip hop,top_genre_dutch indie,top_genre_dutch metal,top_genre_dutch pop,top_genre_dutch prog,top_genre_dutch rock,top_genre_east coast hip hop,top_genre_edm,top_genre_electro,top_genre_electro house,top_genre_electronica,top_genre_electropop,top_genre_eurodance,top_genre_europop,top_genre_finnish metal,top_genre_folk,top_genre_folk-pop,top_genre_funk,top_genre_g funk,top_genre_gabba,top_genre_gangster rap,top_genre_garage rock,top_genre_german alternative rock,top_genre_german pop,top_genre_german pop rock,top_genre_glam metal,top_genre_glam rock,top_genre_happy hardcore,top_genre_hard rock,top_genre_hip pop,top_genre_icelandic indie,top_genre_indie anthem-folk,top_genre_indie pop,top_genre_irish pop,top_genre_irish rock,top_genre_irish singer-songwriter,top_genre_italian pop,top_genre_j-core,top_genre_la pop,top_genre_laboratorio,top_genre_latin,top_genre_latin alternative,top_genre_latin jazz,top_genre_levenslied,top_genre_mellow gold,top_genre_metropopolis,top_genre_modern folk rock,top_genre_modern rock,top_genre_motown,top_genre_nederpop,top_genre_neo mellow,top_genre_neo soul,top_genre_new wave pop,top_genre_operatic pop,top_genre_permanent wave,top_genre_pop,top_genre_pop punk,top_genre_punk,top_genre_reggae,top_genre_reggae fusion,top_genre_rock-and-roll,top_genre_scottish singer-songwriter,top_genre_soft rock,top_genre_stomp and holler,top_genre_streektaal,top_genre_trance,top_genre_uk pop,top_genre_yacht rock
Ace of Spades,Motörhead,0.3809523809523796,0.6094674556213018,0.979381443298969,0.2558139534883721,0.8,0.07216494845360825,0.20833333333333331,0.08361970217640322,0.0,0.2830188679245283,0.7078651685393259,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Another One Bites The Dust - Remastered 2011,Queen,0.3809523809523796,0.4319526627218935,0.5154639175257731,0.9651162790697674,0.8400000000000001,0.14432989690721648,0.7604166666666666,0.13974799541809851,0.11111111111111112,0.2641509433962264,0.7078651685393259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Back In Black,AC/DC,0.3809523809523796,0.8934911242603549,0.6907216494845361,0.2441860465116279,0.8400000000000001,0.061855670103092786,0.7604166666666666,0.18556701030927836,0.010101010101010102,0.056603773584905655,0.8089887640449438,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Romeo and Juliet,Dire Straits,0.3809523809523796,0.29585798816568043,0.5567010309278351,0.5813953488372093,0.76,0.061855670103092786,0.47916666666666663,0.30698739977090495,0.4444444444444445,0.01886792452830189,0.4831460674157303,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Redemption Song,Bob Marley & The Wailers,0.3809523809523796,0.4674556213017751,0.23711340206185566,0.6627906976744186,0.6400000000000001,0.05154639175257732,0.6875,0.16151202749140892,0.6161616161616162,0.03773584905660377,0.6741573033707865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
You Shook Me All Night Long,AC/DC,0.3809523809523796,0.5325443786982248,0.7628865979381443,0.5,0.8400000000000001,0.3814432989690722,0.7604166666666666,0.13402061855670103,0.0,0.07547169811320756,0.7528089887640449,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crazy Little Thing Called Love - Remastered 2011,Queen,0.3809523809523796,0.23668639053254437,0.7525773195876289,0.5813953488372093,0.8,0.3402061855670103,0.71875,0.08018327605956471,0.7171717171717172,0.03773584905660377,0.6179775280898877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lay All Your Love On Me,ABBA,0.3809523809523796,0.5680473372781065,0.711340206185567,0.6744186046511628,0.76,0.36082474226804123,0.7708333333333333,0.20733104238258876,0.11111111111111112,0.01886792452830189,0.4157303370786517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Long Blond Animal,Golden Earring,0.3809523809523796,0.7810650887573964,0.6907216494845361,0.39534883720930236,0.76,0.26804123711340205,0.78125,0.1420389461626575,0.010101010101010102,0.03773584905660377,0.3146067415730337,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Think,The Blues Brothers,0.3809523809523796,0.5443786982248521,0.8350515463917526,0.6395348837209303,0.8400000000000001,0.2268041237113402,0.7083333333333333,0.11683848797250859,0.5050505050505051,0.32075471698113206,0.5056179775280899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Once in a Lifetime - 2005 Remaster,Talking Heads,0.3809523809523796,0.47337278106508873,0.9175257731958762,0.627906976744186,0.8400000000000001,0.6185567010309277,0.875,0.19129438717067582,0.18181818181818182,0.07547169811320756,0.651685393258427,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Turn of a Friendly Card,The Alan Parsons Project,0.3809523809523796,0.6745562130177515,0.29896907216494845,0.32558139534883723,0.4800000000000001,0.061855670103092786,0.3958333333333333,1.0,0.5252525252525253,0.03773584905660377,0.23595505617977527,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
So Long,Fischer-Z,0.3809523809523796,0.5325443786982248,0.36082474226804123,0.5348837209302326,0.4800000000000001,0.03092783505154639,0.8958333333333333,0.24054982817869414,0.010101010101010102,0.03773584905660377,0.4269662921348315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tunnel of Love (Intro: The Carousel Waltz),Dire Straits,0.3809523809523796,0.591715976331361,0.6804123711340206,0.4534883720930233,0.6400000000000001,0.26804123711340205,0.5520833333333333,0.4536082474226804,0.25252525252525254,0.03773584905660377,0.3595505617977528,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Happy New Year,ABBA,0.3809523809523796,0.5680473372781065,0.36082474226804123,0.4767441860465116,0.7200000000000001,0.10309278350515465,0.23958333333333331,0.19587628865979384,0.8282828282828284,0.01886792452830189,0.4382022471910113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ashes to Ashes - 2017 Remaster,David Bowie,0.3809523809523796,0.49112426035502954,0.7319587628865979,0.7093023255813954,0.6400000000000001,0.24742268041237112,0.875,0.19816723940435282,0.27272727272727276,0.056603773584905655,0.5730337078651685,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Foto Van Vroeger,Rob De Nijs,0.3809523809523796,0.834319526627219,0.26804123711340205,0.23255813953488375,0.44000000000000006,0.27835051546391754,0.11458333333333331,0.21420389461626577,0.6767676767676768,0.056603773584905655,0.22471910112359547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Could You Be Loved,Bob Marley & The Wailers,0.3809523809523796,0.3905325443786982,0.711340206185567,0.9534883720930232,0.7200000000000001,0.08247422680412371,0.7604166666666666,0.16494845360824745,0.36363636363636365,0.1509433962264151,0.7415730337078652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9 to 5,Dolly Parton,0.3809523809523796,0.4023668639053254,0.7731958762886598,0.5232558139534884,0.8400000000000001,0.6288659793814433,0.8125,0.07903780068728522,0.42424242424242425,0.056603773584905655,0.7303370786516854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Everybody Needs Somebody to Love,The Blues Brothers,0.3809523809523796,0.9289940828402365,0.9278350515463918,0.4534883720930233,0.92,0.36082474226804123,0.9270833333333333,0.12600229095074456,0.6161616161616162,0.09433962264150944,0.5842696629213483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Super Trouper,ABBA,0.3809523809523796,0.47928994082840237,0.6185567010309279,0.7674418604651163,0.76,0.15463917525773194,0.96875,0.18556701030927836,0.4646464646464647,0.01886792452830189,0.550561797752809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Save Me - Remastered 2011,Queen,0.3809523809523796,0.2662721893491124,0.4329896907216495,0.4767441860465116,0.8,0.1134020618556701,0.3125,0.15693012600229095,0.36363636363636365,0.01886792452830189,0.449438202247191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keep on Loving You,REO Speedwagon,0.3809523809523796,0.8165680473372781,0.711340206185567,0.2441860465116279,0.8400000000000001,0.10309278350515465,0.3958333333333333,0.12256586483390608,0.05050505050505051,0.01886792452830189,0.6741573033707865,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Woman in Love,Barbra Streisand,0.3809523809523796,0.7869822485207101,0.25773195876288657,0.43023255813953487,0.44000000000000006,0.1134020618556701,0.3125,0.15922107674684993,0.25252525252525254,0.01886792452830189,0.6404494382022472,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Spirit Of Radio,Rush,0.3809523809523796,0.5857988165680473,0.9175257731958762,0.313953488372093,0.8,0.4123711340206186,0.625,0.2325315005727377,0.010101010101010102,0.056603773584905655,0.5842696629213483,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Baggy Trousers,Madness,0.3809523809523796,0.6390532544378698,0.8865979381443299,0.627906976744186,0.8800000000000001,0.32989690721649484,0.9479166666666666,0.08476517754868271,0.14141414141414144,0.03773584905660377,0.24719101123595508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hungry Heart,Bruce Springsteen,0.3809523809523796,0.4319526627218935,0.8865979381443299,0.627906976744186,0.8,0.14432989690721648,0.9791666666666665,0.12142038946162659,0.09090909090909091,0.01886792452830189,0.651685393258427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guilty (feat. Barry Gibb),Barbra Streisand,0.3809523809523796,0.6745562130177515,0.41237113402061853,0.6162790697674418,0.44000000000000006,0.09278350515463918,0.9583333333333333,0.19587628865979384,0.23232323232323235,0.03773584905660377,0.6292134831460674,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Biko,Peter Gabriel,0.3809523809523796,0.8402366863905326,0.3402061855670103,0.5,0.6400000000000001,0.2268041237113402,0.14583333333333331,0.4112256586483391,0.2828282828282829,0.03773584905660377,0.2808988764044944,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Food For Thought,UB40,0.3809523809523796,0.5562130177514792,0.5154639175257731,0.8953488372093024,0.56,0.18556701030927833,0.96875,0.1798396334478809,0.010101010101010102,0.11320754716981132,0.4382022471910113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
